times,C_5,C_10,C_20,C_30,C_40,C_50,chi
0.05,0.0,1.212228549285483731580580834069459786838734485159313028509329874340955888467229e-38,1.212228549285483731580580834069459786838734485159313028509329874340955888467229e-38,1.212228549285483731580580834069459786838734485159313028509329874340955888467229e-38,1.212228549285483731580580834069459786838734485159313028509329874340955888467229e-38,1.212228549285483731580580834069459786838734485159313028509329874340955888467229e-38,2
0.1,3.673419846319656619032886676975176131050966435597218131170171668328238634091592e-40,-0.0,-0.0,-0.0,-0.0,-0.0,3
0.15,1.18008612563018889563199045390763755387999531093654408471563752694170069929268e-38,5.473395571016283517320433659788551352872563866053294907329094169601413854008904e-38,5.473395571016283517320433659788551352872563866053294907329094169601413854008904e-38,5.473395571016283517320433659788551352872563866053294907329094169601413854008904e-38,5.473395571016283517320433659788551352872563866053294907329094169601413854008904e-38,5.473395571016283517320433659788551352872563866053294907329094169601413854008904e-38,3
0.2,2.941605736310663825648454739471623995136456976244248749469547424301306751137905e-39,2.938735877055722685104522142170330220723129445858752224470434107075971803818691e-39,2.938735877055722685104522142170330220723129445858752224470434107075971803818691e-39,2.938735877055722685104522142170330220723129445858752224470434107075971803818691e-39,2.938735877055722685104522142170330220723129445858752224470434107075971803818691e-39,2.938735877055722685104522142170330220723129445858752224470434107075971803818691e-39,4
0.25,-0.0,1.836709923159825862527267839040890549165192246593275677648489058301663907557125e-39,1.836709923159825862527267839040890549165192246593275677648489058301663907557125e-39,1.836709923159825862527267839040890549165192246593275677648489058301663907557125e-39,1.836709923159825862527267839040890549165192246593275677648489058301663907557125e-39,1.836709923159825862527267839040890549165192246593275677648489058301663907557125e-39,6
0.30000000000000004,0.0,1.836709923159822273609810439852400858503432155492120042008147120370062640307075e-39,1.836709923159822273609810439852400858503432155492120042008147120370062640307075e-39,1.836709923159822273609810439852400858503432155492120042008147120370062640307075e-39,1.836709923159822273609810439852400858503432155492120042008147120370062640307075e-39,1.836709923159822273609810439852400858503432155492120042008147120370062640307075e-39,6
0.35000000000000003,6.658073471454360227982384593450565225402141677535379696829960733755978655175708e-39,8.862125379246155830728233599266802581606248853030599500823128251994558775289777e-39,8.862125379246155830728233599266802581606248853030599500823128251994558775289777e-39,8.862125379246155830728233599266802581606248853030599500823128251994558775289777e-39,8.862125379246155830728233599266802581606248853030599500823128251994558775289777e-39,8.862125379246155830728233599266802581606248853030599500823128251994558775289777e-39,6
0.4,3.512707728043168409885328579338332539124935662906128654698555083053885007150465e-39,0.0,0.0,0.0,0.0,0.0,6
0.45,0.0,5.188705532926501495551910721775210799158220657225025865060446907804611856720945e-39,5.188705532926501495551910721775210799158220657225025865060446907804611856720945e-39,5.188705532926501495551910721775210799158220657225025865060446907804611856720945e-39,5.188705532926501495551910721775210799158220657225025865060446907804611856720945e-39,5.188705532926501495551910721775210799158220657225025865060446907804611856720945e-39,6
0.5,0.0,0.0,0.0,0.0,0.0,0.0,6
0.5499999999999999,0.0,3.673644054073945327112000474446239162484916649234140523111523764770387121346594e-40,3.673644054073945327112000474446239162484916649234140523111523764770387121346594e-40,3.673644054073945327112000474446239162484916649234140523111523764770387121346594e-40,3.673644054073945327112000474446239162484916649234140523111523764770387121346594e-40,3.673644054073945327112000474446239162484916649234140523111523764770387121346594e-40,6
0.6,1.216712704371322363171000608913044313223538212587611194839241524573417488895449e-38,0.0,0.0,0.0,0.0,0.0,6
0.65,2.036201014618650719246953660264055280024176773540056820515698820850450953549485e-38,2.835994915728966101989026967976130807667005134770939669811885830430497890120023e-38,2.835994915728966101989026967976130807667005134770939669811885830430497890120023e-38,2.835994915728966101989026967976130807667005134770939669811885830430497890120023e-38,2.835994915728966101989026967976130807667005134770939669811885830430497890120023e-38,2.835994915728966101989026967976130807667005134770939669811885830430497890120023e-38,6
0.7000000000000001,4.333487474955200377027423903975119238014538380062002828073626261734348534256958e-38,3.601099393095224641030824525816174982555591912435454259316228390125253346334957e-38,3.601099393095224641030824525816174982555591912435454259316228390125253346334957e-38,3.601099393095224641030824525816174982555591912435454259316228390125253346334957e-38,3.601099393095224641030824525816174982555591912435454259316228390125253346334957e-38,3.601099393095224641030824525816174982555591912435454259316228390125253346334957e-38,6
0.7500000000000001,-0.0,9.242381730525331665789628860463827512696351477030655119482868232544344724850957e-39,9.242381730525331665789628860463827512696351477030655119482868232544344724850957e-39,9.242381730525331665789628860463827512696351477030655119482868232544344724850957e-39,9.242381730525331665789628860463827512696351477030655119482868232544344724850957e-39,9.242381730525331665789628860463827512696351477030655119482868232544344724850957e-39,6
0.8000000000000002,4.877182310803065552081938668651705693840970927690729779211539193406427890039889e-38,3.331906594982123212126465293583934400202631146117453083763371104793288602498005e-39,3.331906594982123212126465293583934400202631146117453083763371104793288602498005e-39,3.331906594982123212126465293583934400202631146117453083763371104793288602498005e-39,3.331906594982123212126465293583934400202631146117453083763371104793288602498005e-39,3.331906594982123212126465293583934400202631146117453083763371104793288602498005e-39,8
0.8500000000000002,5.223368051740042128209620496304828177669801993583550069539907169564874056533199e-38,-0.0,-0.0,-0.0,-0.0,-0.0,8
0.9000000000000002,4.827103266804413710155971349676225205431255326266697003655782178870038150870606e-39,6.32104437520267661093702326237984869554153694418023306474395311838628689127868e-38,6.32104437520267661093702326237984869554153694418023306474395311838628689127868e-38,6.32104437520267661093702326237984869554153694418023306474395311838628689127868e-38,6.32104437520267661093702326237984869554153694418023306474395311838628689127868e-38,6.32104437520267661093702326237984869554153694418023306474395311838628689127868e-38,8
0.9500000000000003,5.07462862754275187717963678270787614077236231316783591602136878674361899599809e-38,4.203195864781055565870166665124110836296292054153922453759677913526141078130857e-38,4.203195864781055565870166665124110836296292054153922453759677913526141078130857e-38,4.203195864781055565870166665124110836296292054153922453759677913526141078130857e-38,4.203195864781055565870166665124110836296292054153922453759677913526141078130857e-38,4.203195864781055565870166665124110836296292054153922453759677913526141078130857e-38,8
1.0000000000000002,8.959700593914028018315262736134972731953665309114900748206374499704920466595815e-39,-0.0,-0.0,-0.0,-0.0,-0.0,8
1.05,1.563499322089800376809979652047557239442404773753499222944257640577347956423182e-38,3.18267391372538031550645698950491211056228818815306038885364648496895887685619e-38,3.18267391372538031550645698950491211056228818815306038885364648496895887685619e-38,3.18267391372538031550645698950491211056228818815306038885364648496895887685619e-38,3.18267391372538031550645698950491211056228818815306038885364648496895887685619e-38,3.18267391372538031550645698950491211056228818815306038885364648496895887685619e-38,8
1.1,2.62836059863425889115117424894115499637709861915726798585276139405000029536526e-38,-0.0,-0.0,-0.0,-0.0,-0.0,8
1.1500000000000001,1.287992833615827003141985746077074477115419404146943438137214282177005821583939e-38,3.799873019740323087028603675707372595811233145690537024517050797162211607243093e-38,3.799873019740323087028603675707372595811233145690537024517050797162211607243093e-38,3.799873019740323087028603675707372595811233145690537024517050797162211607243093e-38,3.799873019740323087028603675707372595811233145690537024517050797162211607243093e-38,3.799873019740323087028603675707372595811233145690537024517050797162211607243093e-38,8
1.2000000000000002,3.133886306391448528413891300097014664182692069432296527930433686631699551903232e-38,4.193617709517707796470563187496028969791052612966852654087970455565335785031647e-38,4.193617709517707796470563187496028969791052612966852654087970455565335785031647e-38,4.193617709517707796470563187496028969791052612966852654087970455565335785031647e-38,4.193617709517707796470563187496028969791052612966852654087970455565335785031647e-38,4.193617709517707796470563187496028969791052612966852654087970455565335785031647e-38,8
1.2500000000000002,6.856093760045031388030545867734240537863261755684856174034198794675631916106795e-39,6.901437536273048945176758196957487422829198313133353431659554332344880104313273e-38,6.901437536273048945176758196957487422829198313133353431659554332344880104313273e-38,6.901437536273048945176758196957487422829198313133353431659554332344880104313273e-38,6.901437536273048945176758196957487422829198313133353431659554332344880104313273e-38,6.901437536273048945176758196957487422829198313133353431659554332344880104313273e-38,8
1.3000000000000003,4.591774807899562209328994098155528856552689645277855806184625869891704359404142e-40,2.73698477143363339309891225018508490396585316857712593972204035031595227345452e-38,2.73698477143363339309891225018508490396585316857712593972204035031595227345452e-38,2.73698477143363339309891225018508490396585316857712593972204035031595227345452e-38,2.73698477143363339309891225018508490396585316857712593972204035031595227345452e-38,2.73698477143363339309891225018508490396585316857712593972204035031595227345452e-38,8
1.3500000000000003,8.699117373565734219805888739377258833928942733108304350833352639149914988816282e-38,4.040761830951612003581638246996564175442841000094539714953482376538749777648334e-39,4.040761830951612003581638246996564175442841000094539714953482376538749777648334e-39,4.040761830951612003581638246996564175442841000094539714953482376538749777648334e-39,4.040761830951612003581638246996564175442841000094539714953482376538749777648334e-39,4.040761830951612003581638246996564175442841000094539714953482376538749777648334e-39,8
1.4000000000000004,1.065865727283685629675007206465466229376420241247048051250703090363227854981044e-38,2.957102976287312836038993332394014688674350617064347022550328346968052852788467e-38,2.957102976287312836038993332394014688674350617064347022550328346968052852788467e-38,2.957102976287312836038993332394014688674350617064347022550328346968052852788467e-38,2.957102976287312836038993332394014688674350617064347022550328346968052852788467e-38,2.957102976287312836038993332394014688674350617064347022550328346968052852788467e-38,8
1.4500000000000004,9.573850474470586415257785949833178802289197163047938227128778647862009673622966e-39,1.147943701974890144500719274631099294744790582785241720223390338162516854936257e-40,1.147943701974890144500719274631099294744790582785241720223390338162516854936257e-40,1.147943701974890144500719274631099294744790582785241720223390338162516854936257e-40,1.147943701974890144500719274631099294744790582785241720223390338162516854936257e-40,1.147943701974890144500719274631099294744790582785241720223390338162516854936257e-40,8
1.5000000000000004,1.019374007353705058438425915282226857851017740132316928024073847874934070637978e-38,-0.0,-0.0,-0.0,-0.0,-0.0,8
1.5500000000000005,8.210093356524418489664003771217319250602972172270484431782812862676911112031442e-38,1.878035896430920537415355453237459514614241763698557682332036915992539485021175e-38,1.878035896430920537415355453237459514614241763698557682332036915992539485021175e-38,1.878035896430920537415355453237459514614241763698557682332036915992539485021175e-38,1.878035896430920537415355453237459514614241763698557682332036915992539485021175e-38,1.878035896430920537415355453237459514614241763698557682332036915992539485021175e-38,8
1.6000000000000005,0.0,1.19917068967551779011381283267464462189042627070871753566236687269238579716958e-38,1.19917068967551779011381283267464462189042627070871753566236687269238579716958e-38,1.19917068967551779011381283267464462189042627070871753566236687269238579716958e-38,1.19917068967551779011381283267464462189042627070871753566236687269238579716958e-38,1.19917068967551779011381283267464462189042627070871753566236687269238579716958e-38,8
1.6500000000000006,5.510129769479471388542558918524371272716172946059649116839422009386771351966743e-39,1.141056039763043544261591518363613917299847727038503664391038385099491812433951e-38,1.141056039763043544261591518363613917299847727038503664391038385099491812433951e-38,1.141056039763043544261591518363613917299847727038503664391038385099491812433951e-38,1.141056039763043544261591518363613917299847727038503664391038385099491812433951e-38,1.141056039763043544261591518363613917299847727038503664391038385099491812433951e-38,8
1.7000000000000006,7.851934921508247283324026238771813833995545734941542226095138299238305736036707e-39,5.785636257953441760570497545173571748307868057654329279110906656062501517833216e-39,5.785636257953441760570497545173571748307868057654329279110906656062501517833216e-39,5.785636257953441760570497545173571748307868057654329279110906656062501517833216e-39,5.785636257953441760570497545173571748307868057654329279110906656062501517833216e-39,5.785636257953441760570497545173571748307868057654329279110906656062501517833216e-39,8
1.7500000000000007,3.199222239654165118987048322113646444909560254936089734366957540313011068900446e-37,1.625033140255228350870059106276230147246246822740451818908239827196911627955127e-38,1.625033140255228350870059106276230147246246822740451818908239827196911627955127e-38,1.625033140255228350870059106276230147246246822740451818908239827196911627955127e-38,1.625033140255228350870059106276230147246246822740451818908239827196911627955127e-38,1.625033140255228350870059106276230147246246822740451818908239827196911627955127e-38,8
1.8000000000000007,1.032915483089672516480421835647281396772208512298639370876497902721754358343087e-37,2.544201975983223191359392947473876118860534937985411583959462153331489316364997e-38,2.544201975983223191359392947473876118860534937985411583959462153331489316364997e-38,2.544201975983223191359392947473876118860534937985411583959462153331489316364997e-38,2.544201975983223191359392947473876118860534937985411583959462153331489316364997e-38,2.544201975983223191359392947473876118860534937985411583959462153331489316364997e-38,8
1.8500000000000008,5.32850355188262677926094006191269173135224757606345432053299133690604434176109e-38,0.0,0.0,0.0,0.0,0.0,8
1.9000000000000008,1.84119407824566312380374933419432446638823303014658714673390651405115047867169e-38,2.764450819075777562316871485566854042714382273446053598829159715356603487486921e-38,2.764450819075777562316871485566854042714382273446053598829159715356603487486921e-38,2.764450819075777562316871485566854042714382273446053598829159715356603487486921e-38,2.764450819075777562316871485566854042714382273446053598829159715356603487486921e-38,2.764450819075777562316871485566854042714382273446053598829159715356603487486921e-38,8
1.9500000000000008,4.79757958971925783625751035338252095953275910933463153209645525309489019984423e-38,1.323866074302543364206348103173220603723251590906591154080476521279232114682529e-38,1.323866074302543364206348103173220603723251590906591154080476521279232114682529e-38,1.323866074302543364206348103173220603723251590906591154080476521279232114682529e-38,1.323866074302543364206348103173220603723251590906591154080476521279232114682529e-38,1.323866074302543364206348103173220603723251590906591154080476521279232114682529e-38,9
2.000000000000001,2.734688884029684134834268251517784842199892327935359912374734215156951060435564e-38,2.099437130158539437036076381426584504297240603686392095652930202986636301906843e-38,2.099437130158539437036076381426584504297240603686392095652930202986636301906843e-38,2.099437130158539437036076381426584504297240603686392095652930202986636301906843e-38,2.099437130158539437036076381426584504297240603686392095652930202986636301906843e-38,2.099437130158539437036076381426584504297240603686392095652930202986636301906843e-38,10
2.0500000000000007,1.471981360163824842532970027274416455343464171659331318742053661749148646755795e-39,0.0,0.0,0.0,0.0,0.0,10
2.1000000000000005,1.522460334744199685470195937610627117228805824555815756737335953229674918518325e-39,4.914920960005487977484970055277354535861590956004576776391320568704225348882253e-38,4.914920960005487977484970055277354535861590956004576776391320568704225348882253e-38,4.914920960005487977484970055277354535861590956004576776391320568704225348882253e-38,4.914920960005487977484970055277354535861590956004576776391320568704225348882253e-38,4.914920960005487977484970055277354535861590956004576776391320568704225348882253e-38,10
2.1500000000000004,4.781185518725419409436836178395886575700285554264798475079698179136847028400447e-39,5.626789548192677168830627393097207722485779026630363920007663412503732527367928e-38,5.626789548192677168830627393097207722485779026630363920007663412503732527367928e-38,5.626789548192677168830627393097207722485779026630363920007663412503732527367928e-38,5.626789548192677168830627393097207722485779026630363920007663412503732527367928e-38,5.626789548192677168830627393097207722485779026630363920007663412503732527367928e-38,11
2.2,3.108631544948010341673309393930448942521824006039501419762050718503952953531131e-38,0.0,0.0,0.0,0.0,0.0,12
2.25,6.087330212128728669689688427029252939207969068823420310686355146553969168453126e-39,2.523117478769609917953948221845597682547540788369791969703281119726036708654887e-38,2.523117478769609917953948221845597682547540788369791969703281119726036708654887e-38,2.523117478769609917953948221845597682547540788369791969703281119726036708654887e-38,2.523117478769609917953948221845597682547540788369791969703281119726036708654887e-38,2.523117478769609917953948221845597682547540788369791969703281119726036708654887e-38,12
2.3,0.0,2.340657208326802675114910408595090299819919967975282127033542965168808093425961e-37,2.340657208326802675114910408595090299819919967975282127033542965168808093425961e-37,2.340657208326802675114910408595090299819919967975282127033542965168808093425961e-37,2.340657208326802675114910408595090299819919967975282127033542965168808093425961e-37,2.340657208326802675114910408595090299819919967975282127033542965168808093425961e-37,12
2.3499999999999996,7.830769709503089161467475026260518966925154212499972752577074381258362986705693e-39,9.517888218999293554921759089031143264905704555113512870240817389563562804490039e-39,9.517888218999293554921759089031143264905704555113512870240817389563562804490039e-39,9.517888218999293554921759089031143264905704555113512870240817389563562804490039e-39,9.517888218999293554921759089031143264905704555113512870240817389563562804490039e-39,9.517888218999293554921759089031143264905704555113512870240817389563562804490039e-39,12
2.3999999999999995,0.0,4.972892116955224105977115897701922144834432804625667132007726944920023015583865e-38,4.972892116955224105977115897701922144834432804625667132007726944920023015583865e-38,4.972892116955224105977115897701922144834432804625667132007726944920023015583865e-38,4.972892116955224105977115897701922144834432804625667132007726944920023015583865e-38,4.972892116955224105977115897701922144834432804625667132007726944920023015583865e-38,13
2.4499999999999993,3.130859501708507837083321563990542184780301999554501052026434548793814289373735e-39,1.584736280576338715617208877979024328924591472415950703280663912178635532039543e-38,1.584736280576338715617208877979024328924591472415950703280663912178635532039543e-38,1.584736280576338715617208877979024328924591472415950703280663912178635532039543e-38,1.584736280576338715617208877979024328924591472415950703280663912178635532039543e-38,1.584736280576338715617208877979024328924591472415950703280663912178635532039543e-38,14
2.499999999999999,4.50095273079097586046515831625405228145159459676397056869265322910518483724304e-38,7.009918216109659359052638092187337927829661326444816179240164062746875684995423e-38,7.009918216109659359052638092187337927829661326444816179240164062746875684995423e-38,7.009918216109659359052638092187337927829661326444816179240164062746875684995423e-38,7.009918216109659359052638092187337927829661326444816179240164062746875684995423e-38,7.009918216109659359052638092187337927829661326444816179240164062746875684995423e-38,14
2.549999999999999,2.274076473612254244109780243752434881948257701354737111203692386796002965483227e-38,2.678457579253256309339168511153640677213291755160325719206244642509050061796796e-38,2.678457579253256309339168511153640677213291755160325719206244642509050061796796e-38,2.678457579253256309339168511153640677213291755160325719206244642509050061796796e-38,2.678457579253256309339168511153640677213291755160325719206244642509050061796796e-38,2.678457579253256309339168511153640677213291755160325719206244642509050061796796e-38,14
2.5999999999999988,3.116990010028007180172593657919424581908753404613339619640317596643841469017389e-38,3.862830557145507946366707558543459810933864013691360669017411715503488320315087e-39,3.862830557145507946366707558543459810933864013691360669017411715503488320315087e-39,3.862830557145507946366707558543459810933864013691360669017411715503488320315087e-39,3.862830557145507946366707558543459810933864013691360669017411715503488320315087e-39,3.862830557145507946366707558543459810933864013691360669017411715503488320315087e-39,15
2.6499999999999986,2.006605591052107450562899852173199430390365198184798070857345665590755641737661e-38,1.297335710867020639035491688150686540172797405377723415881961151822169956705905e-38,1.297335710867020639035491688150686540172797405377723415881961151822169956705905e-38,1.297335710867020639035491688150686540172797405377723415881961151822169956705905e-38,1.297335710867020639035491688150686540172797405377723415881961151822169956705905e-38,1.297335710867020639035491688150686540172797405377723415881961151822169956705905e-38,15
2.6999999999999984,2.066298663554798997449060695073715375393568420739657245819973574209256459567035e-39,8.450300576162640500292515764804599552557761907885193509501657919899183922490155e-39,8.450300576162640500292515764804599552557761907885193509501657919899183922490155e-39,8.450300576162640500292515764804599552557761907885193509501657919899183922490155e-39,8.450300576162640500292515764804599552557761907885193509501657919899183922490155e-39,8.450300576162640500292515764804599552557761907885193509501657919899183922490155e-39,15
2.7499999999999982,2.233290841028996367114549421232429462350615133879309204779263082220520144892382e-38,5.346906524354921916364937295482383209979935440307917120676565150852526693564658e-39,5.346906524354921916364937295482383209979935440307917120676565150852526693564658e-39,5.346906524354921916364937295482383209979935440307917120676565150852526693564658e-39,5.346906524354921916364937295482383209979935440307917120676565150852526693564658e-39,5.346906524354921916364937295482383209979935440307917120676565150852526693564658e-39,15
2.799999999999998,2.147338556343631948800811184305028339303650714493211019955513508582501812633653e-38,-0.0,-0.0,-0.0,-0.0,-0.0,16
2.849999999999998,3.53566660208266621277534296483095452501983147456183348910302288981713534424919e-39,1.316117454314212072694432088246517478248431143687084088329257668220649394875335e-38,1.316117454314212072694432088246517478248431143687084088329257668220649394875335e-38,1.316117454314212072694432088246517478248431143687084088329257668220649394875335e-38,1.316117454314212072694432088246517478248431143687084088329257668220649394875335e-38,1.316117454314212072694432088246517478248431143687084088329257668220649394875335e-38,16
2.8999999999999977,1.324727032079022965741651322983307517723723962272266717091222127480882540250982e-38,4.487966617662375519267060011584469507856276823867732312056094506592892592885077e-38,4.487966617662375519267060011584469507856276823867732312056094506592892592885077e-38,4.487966617662375519267060011584469507856276823867732312056094506592892592885077e-38,4.487966617662375519267060011584469507856276823867732312056094506592892592885077e-38,4.487966617662375519267060011584469507856276823867732312056094506592892592885077e-38,16
2.9499999999999975,9.688644844668072819586070677886478047646032518707440118685414454091642255662009e-39,1.168606688610437384065196061751515876814903702489669387047700395973456427288735e-38,1.168606688610437384065196061751515876814903702489669387047700395973456427288735e-38,1.168606688610437384065196061751515876814903702489669387047700395973456427288735e-38,1.168606688610437384065196061751515876814903702489669387047700395973456427288735e-38,1.168606688610437384065196061751515876814903702489669387047700395973456427288735e-38,16
2.9999999999999973,2.031860352495556860827166715801951093757101182839388985028252512340964384964466e-38,2.562210342807956890623035180504462173164487542871877343911169816848032902981391e-38,2.562210342807956890623035180504462173164487542871877343911169816848032902981391e-38,2.562210342807956890623035180504462173164487542871877343911169816848032902981391e-38,2.562210342807956890623035180504462173164487542871877343911169816848032902981391e-38,2.562210342807956890623035180504462173164487542871877343911169816848032902981391e-38,16
3.049999999999997,8.288153528258705538234299563131631565998566156399934079780026627740062140912484e-39,7.300921944560313847609153143820882798341557879085444286856138043129378893976589e-38,7.300921944560313847609153143820882798341557879085444286856138043129378893976589e-38,7.300921944560313847609153143820882798341557879085444286856138043129378893976589e-38,7.300921944560313847609153143820882798341557879085444286856138043129378893976589e-38,7.300921944560313847609153143820882798341557879085444286856138043129378893976589e-38,17
3.099999999999997,6.314264332712884283874921249872285944390778081657830994275039846097571601958715e-38,7.163168700323331467476105069861829045972177303603553157221026689447129347257028e-39,7.163168700323331467476105069861829045972177303603553157221026689447129347257028e-39,7.163168700323331467476105069861829045972177303603553157221026689447129347257028e-39,7.163168700323331467476105069861829045972177303603553157221026689447129347257028e-39,7.163168700323331467476105069861829045972177303603553157221026689447129347257028e-39,17
3.149999999999997,4.256575246922892655808667070332116184913683480967676298588331373906612498103641e-38,7.446746667951827272008483335635228735332969273519015706922484962543800733932704e-38,7.446746667951827272008483335635228735332969273519015706922484962543800733932704e-38,7.446746667951827272008483335635228735332969273519015706922484962543800733932704e-38,7.446746667951827272008483335635228735332969273519015706922484962543800733932704e-38,7.446746667951827272008483335635228735332969273519015706922484962543800733932704e-38,18
3.1999999999999966,1.66801959615461704780317180534170679644067890324940043569218494576405851193426e-37,3.110102347816156273232517022625751575669698439545214801039555318062894905815022e-38,3.110102347816156273232517022625751575669698439545214801039555318062894905815022e-38,3.110102347816156273232517022625751575669698439545214801039555318062894905815022e-38,3.110102347816156273232517022625751575669698439545214801039555318062894905815022e-38,3.110102347816156273232517022625751575669698439545214801039555318062894905815022e-38,19
3.2499999999999964,4.593209737527028538153056197765233382068182393714692862927414783676115789950053e-39,7.20908644840231219556194680421115211829139982198653582737545390572990113176336e-38,7.20908644840231219556194680421115211829139982198653582737545390572990113176336e-38,7.20908644840231219556194680421115211829139982198653582737545390572990113176336e-38,7.20908644840231219556194680421115211829139982198653582737545390572990113176336e-38,7.20908644840231219556194680421115211829139982198653582737545390572990113176336e-38,19
3.2999999999999963,2.279816192122129999893177439830495720480803505578174460037660952280125101485199e-38,4.268628655793627436252852303069856317037917560515507968371255035905347463007722e-38,4.268628655793627436252852303069856317037917560515507968371255035905347463007722e-38,4.268628655793627436252852303069856317037917560515507968371255035905347463007722e-38,4.268628655793627436252852303069856317037917560515507968371255035905347463007722e-38,4.268628655793627436252852303069856317037917560515507968371255035905347463007722e-38,20
3.349999999999996,3.619935086533292058122638049619000445578751200305772721527596908135338720770155e-38,1.334484553545809009945549996935709724905525941702136815619980299837940112827024e-38,1.334484553545809009945549996935709724905525941702136815619980299837940112827024e-38,1.334484553545809009945549996935709724905525941702136815619980299837940112827024e-38,1.334484553545809009945549996935709724905525941702136815619980299837940112827024e-38,1.334484553545809009945549996935709724905525941702136815619980299837940112827024e-38,20
3.399999999999996,1.660500564906675461874145791462112308907167134856025411744290251048137706519797e-38,0.0,0.0,0.0,0.0,0.0,21
3.4499999999999957,1.297176383231624558224919180628236861002791507237812003619579468330334494350679e-38,-0.0,-0.0,-0.0,-0.0,-0.0,21
3.4999999999999956,5.647883013716462121065326030594819214262013369922411543964783691346202029740967e-39,4.897127832624878224293923786284496770440104183019014441914139309497353979012574e-38,4.897127832624878224293923786284496770440104183019014441914139309497353979012574e-38,4.897127832624878224293923786284496770440104183019014441914139309497353979012574e-38,4.897127832624878224293923786284496770440104183019014441914139309497353979012574e-38,4.897127832624878224293923786284496770440104183019014441914139309497353979012574e-38,22
3.5499999999999954,1.397047485303442610918268956930953183763231990559150313744717655337092564184716e-38,2.821645619454277365060980777633431382365051549867101867843390223616847325978738e-38,2.821645619454277365060980777633431382365051549867101867843390223616847325978738e-38,2.821645619454277365060980777633431382365051549867101867843390223616847325978738e-38,2.821645619454277365060980777633431382365051549867101867843390223616847325978738e-38,2.821645619454277365060980777633431382365051549867101867843390223616847325978738e-38,22
3.599999999999995,9.196649616176113349816035898511976056122063232898459597457673593136290422451525e-39,1.231800989404156913605211697406825371872955015905312540071990293399936352571183e-37,1.231800989404156913605211697406825371872955015905312540071990293399936352571183e-37,1.231800989404156913605211697406825371872955015905312540071990293399936352571183e-37,1.231800989404156913605211697406825371872955015905312540071990293399936352571183e-37,1.231800989404156913605211697406825371872955015905312540071990293399936352571183e-37,22
